ID,Message Size,Sending Rate,RTT,Latency
1742,3728551,378592769,63,19978
2688,5013233,145094509,1715,16057
3837,3872645,490815818,116,13397
1779,3259372,324757220,323,10445
2222,4916840,657215263,169,15530
2166,4901696,104970568,169,14403
2846,5694099,221011831,58,27898
3489,507406,776091336,241,1379
4531,3621389,410405436,108,14138
4690,535415,690434078,343,1614
1324,4749252,422676650,96,23143
4831,2830013,461073775,104,11567
1588,2791173,463985374,105,8525
3189,4684858,443443914,52,22248
3447,1075867,613920634,241,3353
470,5508276,876575520,309,16724
3573,611798,453948360,241,2224
4662,2546319,525172973,343,8306
1597,5254337,829430719,105,16066
2693,3626714,603131524,1715,11184
4924,3389145,296313232,349,12336
3325,1785623,179883110,77,9064
280,4119940,281216590,142,12714
948,555123,475376223,279,1592
3001,4761378,374606687,55,19574
2244,3296370,469098118,169,10299
2765,4918641,806420097,884,15282
481,5877365,247252747,157,17384
3681,1036142,410424404,241,3450
29,5419608,61766881,208,17040
1569,4403459,451711026,105,15206
3883,2339685,1253795309,116,11839
3976,1120017,672319596,354,3711
4399,1465448,771790996,354,5198
4501,3592846,680790866,56,18316
4747,4265673,453808525,104,13931
4844,3283399,787841945,104,11300
5156,1316852,569357495,150,4479
5055,3204815,156044559,86,10197
141,4889505,439305238,125,16051
4131,4318255,602492569,354,15538
2785,4217211,903755795,884,13183
23,5611611,346086232,139,20584
1707,875549,240033500,105,4710
81,2877497,387150094,203,9975
319,5120748,137745869,496,33801
3207,4391556,285982023,64,34271
1921,5421916,351222991,71,24252
1391,3493894,224630541,176,18929
1508,680858,243326636,105,2338
4290,1125420,408132110,354,4155
4867,1520837,427899298,104,5146
4551,581499,205914396,106,3573
830,5615643,407744433,279,17242
3713,4693168,348082183,241,15187
632,1003413,489959801,116,4021
3334,771107,124133365,99,4356
3136,2476569,226496351,68,13467
1843,3499105,174644665,146,11602
3584,1920684,415833033,241,6073
2711,2070517,476209314,1715,7476
1901,1521710,455478012,50,6498
2152,778847,95130528,169,2615
2017,998826,903518373,561,3673
3422,3163107,355495725,241,15944
1758,4060279,304727548,323,13400
2504,1403816,262476984,62,6333
2966,1152313,320030721,57,5224
4709,850770,20352287,104,3205
575,4027329,187291761,134,11991
3198,3583449,273807789,207,17525
3761,3270833,323406065,75,14520
5167,3595116,364685191,150,11496
3554,2341318,526149004,241,9693
4746,3977663,551782863,104,13302
2333,1707496,478048489,169,6627
3066,5067530,1093978385,115,15965
1012,1604866,388346456,279,5109
3712,2420180,348082183,241,7412
3941,3427868,24942773,354,12358
4125,3167835,1052964749,354,9211
4335,4821493,542595864,354,16145
1663,1092397,860036437,105,3611
2578,3909203,514439565,220,11536
1743,3284129,214781333,73,15580
4570,3102026,847175441,322,10803
5020,4616094,491240305,89,25609
3742,2043539,417725059,241,6862
2421,4897221,240635237,51,21801
4941,5545100,143116915,237,25439
4965,5035930,186547828,115,16915
1011,4953178,388346456,279,14798
576,2181342,187291761,134,6725
1119,4359801,464807756,279,13174
2007,2988629,618187420,561,8854
2918,5258868,413993389,56,25113
663,3715362,445923100,114,14593
4414,610823,481448264,354,2066
295,792708,84126952,496,2339
234,5365310,502334267,116,17210
2482,1756778,787017614,1984,5288
4467,3333301,223774617,107,21657
5063,5627369,156044559,86,18042
2903,4598146,357782107,72,22231
1193,5198130,608323004,78,22513
2384,2457416,416164099,70,11801
611,2499937,392744515,112,9607
3511,2498021,601146110,241,7615
531,5797521,960821014,157,20211
550,2420052,344186278,126,7449
1752,4819925,123002329,323,14668
3027,3917890,142241557,115,11535
507,1073163,334304238,157,3428
3872,1154228,685030778,116,3747
1665,2135577,997066436,105,8945
4041,2724320,457760542,354,8209
510,1305641,334304238,157,3898
3231,2448572,301942532,62,10129
2532,2615506,328382638,58,14596
4424,1792817,564984627,354,6790
4461,5614546,162149091,110,26524
4768,2028834,452289716,104,6504
566,2747841,381664945,118,7153
2637,1570679,162997851,193,5794
